Transaction_Amount,Transaction_Hour,Location_Change,Device_Mismatch,Transaction_Velocity,Account_Age_Days,AvgTransaction_Last30Days,Amount_To_Average_Ratio,User_Income_Estimate,Device_OS,Customer_Marital_Status,RESULT
29828,16,1,1,3,1244,45151,0.66,182701.0,0,1,0
395607,0,1,1,10,65,16251,24.34,152420.0,3,0,1
157146,23,0,0,1,354,44095,3.56,240690.0,2,1,0
160023,9,0,0,5,1058,14445,11.08,214562.0,1,1,0
30267,9,0,0,3,1847,74854,0.4,237160.0,0,2,0
127015,4,1,1,6,68,90895,1.4,276440.5,3,3,1
190768,13,0,0,1,555,56116,3.4,203023.0,0,0,0
98099,7,0,0,4,1274,52411,1.87,53934.0,0,3,0
126945,2,1,1,11,10,24763,5.13,491889.0,1,1,1
135997,4,1,1,8,70,78404,1.73,149248.0,2,1,1
74604,1,1,0,6,38,15680,4.76,276440.5,0,3,1
145619,1,1,0,10,72,65820,2.21,256068.0,3,2,1
166125,13,0,0,4,1759,5238,31.71,276440.5,2,1,0
47159,21,0,0,5,1384,82179,0.57,304251.0,2,0,0
471490,3,1,1,5,34,99792,4.72,245982.0,0,2,1
155057,12,1,1,2,2924,94848,1.63,335199.0,1,3,0
166462,9,0,0,1,2044,61317,2.71,483194.0,3,2,0
328577,2,1,1,10,64,29133,11.28,100317.0,1,1,1
128378,9,0,0,5,1194,91778,1.4,243074.0,0,3,0
184080,16,0,0,3,1666,90483,2.03,105535.0,1,2,0
111452,2,0,0,0,1435,46495,2.4,271538.0,2,0,0
192458,22,0,0,3,1996,81737,2.35,132446.0,1,3,0
89067,20,1,0,5,2631,15108,5.89,118896.0,1,2,0
174125,16,1,0,5,1055,42760,4.07,276440.5,0,3,0
127692,14,1,0,4,1258,17941,7.12,328137.0,1,3,0
15120,7,0,0,3,2060,9260,1.63,349740.0,2,0,0
9512,19,0,0,0,1248,15977,0.6,499450.0,0,3,0
178948,2,0,0,2,1590,79225,2.26,276440.5,1,3,0
273989,1,1,1,9,47,97564,2.81,332387.0,3,2,1
29879,20,0,0,2,2584,45205,0.66,327306.0,3,3,0
50246,17,0,0,0,1742,92157,0.55,444692.0,1,2,0
169558,0,0,1,9,43,69198,2.45,370883.0,3,0,1
12589,0,0,0,4,2323,36415,0.35,276440.5,1,0,0
392044,2,1,1,9,87,46936,8.35,210444.0,1,3,1
108312,2,0,0,3,2186,18317,5.91,250073.0,0,2,0
494639,0,0,1,11,44,34369,14.39,278053.0,2,3,1
17189,19,0,0,3,2758,74074,0.23,110021.0,3,3,0
231854,3,1,0,10,18,17442,13.29,276440.5,1,3,1
137263,9,0,1,3,2024,54330,2.53,137087.0,0,3,0
259991,0,1,0,11,18,39571,6.57,273023.0,2,3,1
146961,0,1,0,0,348,72690,2.02,426197.0,1,0,0
11730,5,1,0,2,1686,45244,0.26,276440.5,1,3,0
281898,3,0,1,9,3,58494,4.82,439530.0,1,0,1
45537,8,0,0,3,1413,73906,0.62,373870.0,1,2,0
133480,0,1,0,1,587,61143,2.18,119123.0,3,3,0
176725,13,0,0,1,362,71686,2.47,424985.0,2,2,0
32764,1,1,0,2,1571,74617,0.44,89222.0,3,1,0
58255,5,0,0,3,2827,89544,0.65,465099.0,0,1,0
99318,14,0,0,5,2088,56319,1.76,227800.0,2,0,0
467579,4,1,1,6,64,30287,15.44,440101.0,3,3,1
165543,15,1,1,1,919,28897,5.73,335154.0,2,0,0
171726,18,0,1,4,2639,93116,1.84,169233.0,2,0,0
482189,3,0,1,8,47,17122,28.16,224899.0,3,1,1
194407,0,1,1,11,28,48185,4.03,126794.0,3,3,1
76175,21,0,0,3,515,55119,1.38,133324.0,0,1,0
156633,14,0,0,3,2885,76988,2.03,350065.0,1,0,0
190575,12,1,0,3,1183,20839,9.14,52155.0,3,3,0
138591,16,0,0,0,496,91117,1.52,174264.0,3,0,0
180546,15,1,0,4,493,42677,4.23,106321.0,2,0,0
114282,22,0,0,4,2314,26760,4.27,380600.0,1,2,0
24585,13,0,0,5,591,49608,0.5,440932.0,1,3,0
19692,3,0,0,1,812,57243,0.34,412710.0,1,3,0
370762,0,0,1,6,57,99520,3.73,276440.5,2,1,1
480754,1,1,1,10,33,29832,16.11,258929.0,3,1,1
170502,23,0,1,1,2274,62702,2.72,307743.0,1,3,0
95461,2,1,0,1,2583,44865,2.13,58469.0,0,3,0
45667,2,1,0,0,2280,75687,0.6,470020.0,2,2,0
421266,3,1,0,5,19,9838,42.82,276440.5,0,0,1
57929,19,1,0,1,2244,7669,7.55,230499.0,3,3,0
144510,21,0,0,1,2704,17873,8.08,175812.0,1,1,0
394192,0,0,0,7,52,39961,9.86,276440.5,3,2,1
115470,0,1,1,5,64,56431,2.05,468692.0,0,2,1
259483,0,0,1,6,46,93636,2.77,276440.5,0,3,1
19822,2,0,0,3,453,30966,0.64,321419.0,0,2,0
46106,3,0,0,1,280,94891,0.49,327143.0,1,2,0
6876,20,0,0,2,1528,25615,0.27,276440.5,0,1,0
351460,0,1,1,6,60,11577,30.36,184942.0,1,2,1
84094,1,0,1,8,7,18003,4.67,475305.0,1,2,1
185167,14,0,0,5,2268,92601,2.0,276440.5,0,2,0
91433,5,0,0,5,1133,44116,2.07,369066.0,1,0,0
187823,2,1,1,0,257,15607,12.03,132455.0,0,0,0
424684,2,0,1,8,54,82236,5.16,276440.5,1,1,1
279919,4,1,1,7,51,89166,3.14,287644.0,2,2,1
90980,0,0,0,5,1393,22839,3.98,363481.0,1,3,0
171776,3,0,0,2,1936,72390,2.37,343702.0,3,2,0
3485,2,0,0,0,2007,39022,0.09,458883.0,1,3,0
68065,1,0,1,9,64,55393,1.23,315287.0,3,3,1
282413,1,1,1,10,68,55629,5.08,276440.5,1,1,1
89916,2,1,0,11,13,72782,1.24,377535.0,0,1,1
105457,14,0,0,1,978,62135,1.7,79424.0,1,1,0
42059,14,1,0,0,1848,10413,4.04,89305.0,0,0,0
4069,9,0,0,3,530,92151,0.04,238405.0,1,3,0
117931,7,0,0,4,1400,80355,1.47,294841.0,1,2,0
304988,1,1,1,7,24,38149,7.99,276440.5,1,2,1
248453,4,1,1,9,44,30293,8.2,369013.0,3,3,1
402573,0,0,0,9,5,71780,5.61,444549.0,1,3,1
250277,0,1,1,11,14,38514,6.5,276440.5,1,0,1
90393,14,0,0,0,2921,88187,1.03,92510.0,1,1,0
482353,0,0,0,11,38,70214,6.87,94870.0,2,3,1
309289,2,1,1,11,14,90772,3.41,219299.0,3,2,1
458153,2,0,0,8,10,87949,5.21,144449.0,0,3,1
45717,19,0,1,0,2921,33756,1.35,276440.5,1,2,0
180861,17,1,0,2,669,16447,11.0,167954.0,3,1,0
87069,11,0,1,4,1979,7589,11.47,73560.0,2,3,0
315178,1,1,1,5,29,58987,5.34,68225.0,2,0,1
80959,16,0,0,5,1691,92399,0.88,276440.5,2,0,0
181870,6,0,0,0,2996,85262,2.13,369475.0,2,1,0
93051,7,1,0,1,2943,41366,2.25,496171.0,2,0,0
100330,5,1,0,0,2401,13301,7.54,176866.0,1,0,0
104123,1,0,0,2,188,75994,1.37,91770.0,0,2,0
22800,9,1,1,3,2225,18698,1.22,295526.0,2,1,0
72765,17,0,0,4,2047,24450,2.98,456516.0,0,3,0
126400,19,0,0,5,225,18615,6.79,195804.0,1,0,0
468583,2,1,1,7,3,89351,5.24,451782.0,2,3,1
11228,7,1,0,1,622,23953,0.47,380552.0,1,0,0
346247,0,1,1,10,68,67979,5.09,349741.0,3,1,1
84405,10,0,0,3,1326,22007,3.84,413604.0,0,3,0
134961,23,0,0,0,2182,56857,2.37,217599.0,1,3,0
120648,1,0,1,9,58,53355,2.26,125561.0,0,0,1
165654,5,0,0,1,1569,76246,2.17,276440.5,2,1,0
116410,18,0,1,4,566,85972,1.35,268423.0,1,1,0
190051,8,0,0,2,319,63535,2.99,356984.0,3,3,0
295512,3,1,1,7,49,99671,2.96,261299.0,1,1,1
165313,1,0,1,3,872,99328,1.66,443981.0,0,3,0
126855,4,1,1,1,1076,84833,1.5,451252.0,1,0,0
40864,17,0,0,4,1137,82564,0.49,276440.5,0,2,0
189421,7,0,0,1,1661,42377,4.47,414904.0,1,1,0
27397,16,0,0,0,368,73289,0.37,81941.0,1,2,0
145806,4,0,0,1,419,9858,14.79,232187.0,1,3,0
60334,12,0,0,2,1358,70985,0.85,136366.0,3,3,0
152650,6,0,1,4,482,63185,2.42,167136.0,1,2,0
175323,6,0,0,3,477,84139,2.08,459462.0,0,2,0
329360,1,1,1,5,39,16301,20.2,256123.0,2,0,1
127060,20,0,0,0,2446,29837,4.26,167028.0,0,3,0
116981,20,0,0,0,2638,9782,11.96,207387.0,2,1,0
322196,1,0,1,6,10,83059,3.88,152617.0,0,3,1
22530,13,0,0,0,678,23055,0.98,268580.0,0,0,0
157065,13,1,0,1,791,56884,2.76,276440.5,3,3,0
329849,4,1,1,11,85,61977,5.32,297117.0,0,3,1
240606,1,1,1,11,28,12163,19.78,276440.5,0,3,1
148115,12,0,0,2,2809,26383,5.61,390722.0,0,2,0
166258,4,0,1,9,24,33688,4.94,98017.0,2,1,1
13439,15,0,0,5,1956,27942,0.48,291147.0,1,1,0
136844,6,0,0,4,1195,69005,1.98,440977.0,2,0,0
190006,13,0,0,1,2727,86986,2.18,262143.0,1,1,0
434832,3,0,0,7,64,31578,13.77,489624.0,3,1,1
70202,13,0,0,4,2656,38539,1.82,276440.5,0,2,0
143012,11,0,0,2,1307,31807,4.5,226374.0,0,3,0
139611,3,0,0,1,343,91298,1.53,139147.0,2,2,0
55913,6,0,0,2,180,73908,0.76,367332.0,3,1,0
35210,1,1,1,3,1437,5079,6.93,408962.0,3,3,0
169917,5,1,0,3,2124,86785,1.96,176691.0,0,3,0
35891,18,0,1,3,1202,95153,0.38,87748.0,1,3,0
135450,4,1,0,4,1327,14958,9.05,189769.0,2,0,0
87660,5,1,0,0,1810,35493,2.47,161545.0,2,2,0
49502,19,0,0,2,1159,46410,1.07,280273.0,1,0,0
185899,4,0,0,5,2420,51390,3.62,276440.5,3,3,0
43667,12,0,0,1,2605,18140,2.41,61093.0,3,2,0
416233,3,1,1,6,7,52287,7.96,83427.0,1,3,1
159967,15,0,1,2,2793,81475,1.96,386506.0,1,3,0
154943,7,0,1,3,1521,88804,1.74,256318.0,0,1,0
42081,1,0,1,1,2427,27184,1.55,466495.0,0,0,0
158142,22,1,0,3,2935,48998,3.23,198310.0,1,3,0
199836,19,0,0,3,1206,90513,2.21,115074.0,2,0,0
58704,5,0,0,5,2840,45352,1.29,73694.0,1,2,0
22240,20,0,0,0,2580,15895,1.4,219143.0,0,2,0
183840,18,0,0,3,342,80147,2.29,276440.5,1,2,0
67035,16,0,0,0,2260,48881,1.37,112399.0,2,3,0
168023,21,1,0,5,2867,18079,9.29,450111.0,0,0,0
94015,14,0,0,5,952,75063,1.25,276440.5,1,2,0
12747,3,1,0,1,1843,98316,0.13,276440.5,0,1,0
177296,12,0,0,2,1915,8323,21.3,276440.5,1,0,0
83445,11,0,0,5,561,86947,0.96,454063.0,2,3,0
134808,9,0,0,3,2166,6979,19.31,437740.0,3,3,0
152877,15,0,1,0,2831,82932,1.84,498835.0,1,2,0
174109,1,1,1,6,26,41680,4.18,133452.0,0,3,1
51544,7,0,1,0,2908,31445,1.64,257760.0,0,2,0
132767,21,0,0,4,1740,47113,2.82,296602.0,1,1,0
415648,1,1,1,9,50,11678,35.59,82121.0,1,0,1
491719,4,1,1,11,57,42632,11.53,96235.0,3,3,1
133220,14,0,0,2,1784,38149,3.49,470528.0,1,1,0
168696,4,0,1,4,2613,69042,2.44,178295.0,0,2,0
204174,1,1,0,5,47,52719,3.87,254957.0,3,2,1
121603,13,1,0,0,2196,18669,6.51,75223.0,2,0,0
192238,19,0,0,1,1913,87164,2.21,101500.0,0,3,0
64425,3,1,1,4,2025,84789,0.76,367053.0,0,0,0
12065,13,0,1,5,268,96837,0.12,99314.0,1,1,0
42465,9,0,1,5,497,71753,0.59,347386.0,0,3,0
132501,22,0,0,0,1824,25742,5.15,67833.0,3,3,0
96921,19,0,1,3,196,74585,1.3,91057.0,2,2,0
199011,1,0,0,1,1667,82918,2.4,276440.5,3,0,0
170225,0,0,0,4,1786,74428,2.29,273720.0,3,1,0
4821,16,0,0,4,385,27340,0.18,387867.0,3,3,0
187002,12,0,0,1,348,62995,2.97,276440.5,1,2,0
38750,17,0,0,3,2572,10392,3.73,208178.0,2,0,0
74809,1,0,0,5,87,16352,4.57,233268.0,1,2,1
136564,20,0,0,3,1778,71003,1.92,208264.0,1,3,0
108341,22,1,1,1,1365,45309,2.39,420317.0,0,3,0
28773,1,0,1,5,344,88406,0.33,241755.0,2,3,0
113265,8,0,0,4,1481,14770,7.67,381429.0,1,1,0
110621,7,1,0,2,2999,97776,1.13,263391.0,2,3,0
119570,21,1,0,2,326,28569,4.19,431742.0,3,3,0
173459,3,0,1,3,750,97735,1.77,266942.0,2,0,0
115179,1,0,0,5,2549,65342,1.76,276440.5,1,0,0
166641,0,0,0,5,899,53534,3.11,416447.0,2,0,0
159502,18,0,0,3,168,37400,4.26,434753.0,3,1,0
133139,6,0,0,1,1537,14684,9.07,404927.0,1,3,0
72227,18,0,0,2,2467,58046,1.24,423242.0,3,0,0
65564,0,0,0,1,2967,12139,5.4,323370.0,1,0,0
417378,2,1,1,6,13,59020,7.07,198537.0,1,3,1
139566,11,0,0,4,2778,49789,2.8,94069.0,1,1,0
141096,19,0,0,5,2108,59203,2.38,196162.0,0,3,0
65915,3,1,1,6,54,94067,0.7,103520.0,1,3,1
70553,8,0,0,1,1334,72952,0.97,98061.0,0,3,0
6990,15,1,0,2,304,49938,0.14,305087.0,3,3,0
56749,17,0,0,2,2353,66852,0.85,78380.0,1,0,0
71757,7,0,0,2,2561,59017,1.22,295824.0,3,3,0
182961,21,0,0,0,1340,16240,11.27,318688.0,2,3,0
189553,20,1,0,5,2276,54294,3.49,88769.0,2,3,0
170992,9,0,1,4,1733,15910,10.75,132757.0,0,3,0
8963,6,0,0,1,972,30407,0.29,374696.0,2,2,0
167511,15,1,0,4,1716,27369,6.12,487760.0,1,3,0
6400,4,0,0,1,2080,93435,0.07,99008.0,3,0,0
67294,18,0,0,4,506,5637,11.94,271224.0,3,3,0
103686,20,0,0,2,122,96411,1.08,179688.0,2,3,0
73641,3,1,1,8,15,76474,0.96,178773.0,0,2,1
110158,4,0,0,2,1839,12073,9.12,157966.0,1,2,0
169399,17,0,0,5,456,91496,1.85,211340.0,1,3,0
110578,9,0,0,1,1074,18394,6.01,279766.0,1,3,0
140834,7,0,0,2,2741,34605,4.07,121602.0,2,3,0
158295,20,1,0,4,2147,72847,2.17,147547.0,1,3,0
44339,21,0,0,1,1520,53423,0.83,92873.0,3,0,0
48065,21,1,0,3,1596,98329,0.49,276440.5,0,3,0
154077,0,0,0,0,2928,98517,1.56,399706.0,0,3,0
74810,23,0,0,5,2270,98938,0.76,383477.0,1,2,0
328427,1,0,1,5,30,62154,5.28,318251.0,3,2,1
36061,2,0,0,5,2835,88000,0.41,174143.0,1,1,0
152820,5,0,1,5,2238,83944,1.82,494056.0,2,3,0
150941,21,0,0,3,2886,12717,11.87,259939.0,3,2,0
260544,4,0,1,9,45,10728,24.28,344944.0,1,1,1
11386,21,1,0,5,2482,33688,0.34,454279.0,1,1,0
23589,6,0,1,4,556,7438,3.17,405239.0,1,2,0
466428,2,0,0,11,64,60744,7.68,369157.0,0,3,1
101039,4,0,1,9,88,18105,5.58,281120.0,2,3,1
379326,3,1,0,7,18,63397,5.98,276440.5,3,2,1
148532,23,0,1,1,1731,45955,3.23,276440.5,1,3,0
101776,12,0,0,0,1717,19847,5.13,276440.5,3,2,0
34756,17,0,0,5,1804,86163,0.4,239836.0,1,2,0
430423,0,1,1,9,2,29259,14.71,338715.0,1,1,1
51619,9,0,0,4,2891,41498,1.24,169053.0,1,1,0
160392,10,0,0,5,255,55325,2.9,492706.0,0,0,0
114665,9,0,1,1,1412,60710,1.89,100799.0,3,3,0
169586,4,1,0,8,40,66926,2.53,53801.0,1,0,1
172620,16,0,0,5,1834,66717,2.59,203552.0,1,0,0
19137,13,0,0,4,951,13149,1.46,457887.0,2,3,0
23619,5,0,0,5,797,87897,0.27,276440.5,2,1,0
18701,4,0,0,5,809,79676,0.23,56798.0,3,2,0
197675,8,1,0,2,1171,50955,3.88,293465.0,1,3,0
133554,8,1,0,1,2762,74815,1.79,340068.0,3,3,0
83093,18,0,0,2,1156,10432,7.96,238297.0,0,3,0
97048,15,0,0,3,509,17190,5.65,474502.0,0,3,0
72927,14,0,0,4,529,63630,1.15,296968.0,2,3,0
91690,19,0,1,0,704,8078,11.35,470515.0,0,3,0
4043,6,1,1,2,1856,88632,0.05,64425.0,3,3,0
51981,3,1,0,2,1402,32491,1.6,475568.0,1,2,0
153248,12,0,0,3,367,99870,1.53,276440.5,1,2,0
73343,17,0,1,4,1938,76677,0.96,226950.0,3,3,0
137541,10,0,1,2,1031,65526,2.1,400058.0,3,0,0
146265,13,0,0,2,2646,94552,1.55,328588.0,0,3,0
352587,2,1,1,7,39,29248,12.05,489378.0,0,1,1
174262,1,0,0,5,1400,95266,1.83,84980.0,3,3,0
311057,0,1,1,6,59,53167,5.85,297605.0,0,2,1
172000,6,1,1,5,853,34602,4.97,104471.0,1,2,0
193722,3,0,0,1,370,6963,27.82,420425.0,3,0,0
257074,1,1,1,7,40,90835,2.83,276440.5,0,2,1
134895,9,0,0,2,509,18872,7.15,361599.0,1,3,0
35430,22,0,0,4,2316,71704,0.49,50415.0,2,2,0
76941,21,0,0,0,1786,50299,1.53,174790.0,0,3,0
59265,14,0,0,0,1066,82763,0.72,461123.0,1,3,0
350146,0,0,1,6,88,85634,4.09,74061.0,1,0,1
408734,0,1,1,11,23,40765,10.03,394750.0,2,0,1
408566,1,0,0,6,65,28618,14.28,101632.0,3,3,1
146981,20,0,0,5,1643,94871,1.55,118225.0,3,1,0
119778,12,0,0,5,2339,8574,13.97,279088.0,3,1,0
57838,3,1,1,6,87,43333,1.33,316579.0,2,1,1
38918,3,0,0,4,2253,39477,0.99,223793.0,3,3,0
198800,3,1,1,0,1289,21375,9.3,183783.0,1,0,0
164009,22,0,0,4,1989,45950,3.57,415950.0,3,3,0
144492,0,0,1,5,1018,29691,4.87,180661.0,3,1,0
345943,1,1,0,11,48,58242,5.94,96546.0,3,3,1
154839,23,0,0,3,1085,35030,4.42,105313.0,1,1,0
440214,2,0,1,7,69,31379,14.03,276440.5,2,1,1
24174,18,1,0,3,911,87990,0.27,276440.5,1,3,0
156262,2,0,0,5,1022,78823,1.98,396218.0,0,3,0
17515,4,0,1,4,2203,26258,0.67,112355.0,0,3,0
484724,0,0,1,11,5,75831,6.39,455480.0,1,2,1
28538,10,1,0,2,2945,47290,0.6,408959.0,3,3,0
130874,6,0,0,3,2689,5051,25.91,379839.0,0,1,0
28991,16,0,0,5,723,71890,0.4,459809.0,0,1,0
459383,0,0,1,11,64,55728,8.24,189763.0,3,2,1
10256,22,0,0,0,2438,99436,0.1,66533.0,3,3,0
147417,0,0,0,6,46,61921,2.38,405540.0,1,1,1
14154,11,0,0,3,2353,96724,0.15,479799.0,2,3,0
29795,1,1,0,2,1319,90096,0.33,190017.0,1,3,0
29918,15,0,0,2,2802,87627,0.34,276440.5,1,3,0
172966,12,0,0,1,1110,77629,2.23,63156.0,0,3,0
187190,15,1,1,2,121,95288,1.96,192228.0,1,2,0
141876,5,0,1,3,2734,17420,8.14,330456.0,1,3,0
21895,13,0,1,1,674,27854,0.79,171373.0,2,3,0
382924,1,1,1,11,29,49590,7.72,412340.0,2,1,1
73054,21,0,0,1,2709,39245,1.86,246283.0,0,0,0
55341,2,0,1,4,2837,95975,0.58,318116.0,0,3,0
360207,0,1,0,8,23,89834,4.01,464756.0,3,3,1
57950,8,0,0,5,638,7599,7.62,399780.0,0,0,0
187737,7,0,0,4,1374,40800,4.6,431337.0,2,3,0
108770,3,0,1,11,18,23836,4.56,413294.0,3,3,1
11894,20,0,1,2,2826,52656,0.23,187661.0,3,3,0
48741,19,0,0,0,1436,66351,0.73,404052.0,1,1,0
188403,19,0,0,3,1892,46003,4.1,262437.0,2,2,0
300036,4,0,1,9,11,95762,3.13,461476.0,0,1,1
55015,20,1,0,0,1444,41044,1.34,230672.0,1,1,0
87957,8,0,1,0,1542,18102,4.86,261965.0,2,3,0
494550,1,0,1,10,59,78285,6.32,325079.0,2,2,1
431506,3,1,1,5,63,83283,5.18,257113.0,1,1,1
168479,21,0,0,0,2289,52316,3.22,399417.0,3,3,0
183634,14,0,0,1,299,82195,2.23,63894.0,2,0,0
160732,7,0,0,3,2589,86646,1.86,281899.0,2,3,0
45811,21,0,0,0,2539,72857,0.63,95900.0,0,2,0
127361,10,0,1,3,2666,45626,2.79,70703.0,1,0,0
104193,9,1,0,0,733,85522,1.22,276440.5,3,2,0
153655,1,1,1,11,8,46876,3.28,276440.5,2,2,1
293095,2,0,1,5,17,49830,5.88,131983.0,1,0,1
46323,15,0,1,1,2084,26601,1.74,153691.0,2,3,0
268171,3,1,1,7,12,11028,24.32,284823.0,0,2,1
119747,2,0,0,3,1868,68804,1.74,164433.0,2,3,0
98544,0,0,1,5,32,95917,1.03,171691.0,0,3,1
141506,22,0,0,3,217,96404,1.47,276440.5,1,3,0
159585,10,0,0,4,2840,18601,8.58,174594.0,0,3,0
313279,1,1,1,11,13,32215,9.72,310381.0,1,0,1
62610,4,0,0,5,517,83157,0.75,453727.0,3,0,0
122398,19,0,0,3,1843,31248,3.92,326800.0,2,0,0
23766,11,0,0,1,1993,70402,0.34,276440.5,1,1,0
124247,5,1,0,1,629,85123,1.46,276440.5,0,2,0
88304,0,0,1,4,403,53302,1.66,172561.0,1,3,0
154007,0,1,0,1,2906,71634,2.15,64679.0,1,1,0
35005,13,1,0,5,317,38178,0.92,470791.0,2,3,0
150901,6,1,0,3,2076,78662,1.92,221140.0,1,3,0
59451,13,0,0,1,2695,73831,0.81,393367.0,1,2,0
46143,9,0,0,5,1694,45000,1.03,152592.0,1,3,0
51085,3,1,0,7,70,46596,1.1,382554.0,0,1,1
183760,9,0,0,0,2169,31570,5.82,286641.0,3,0,0
137675,22,0,1,1,1339,63639,2.16,287895.0,1,0,0
140560,19,0,0,1,1052,59641,2.36,444484.0,1,3,0
426609,4,0,1,11,7,16885,25.26,276440.5,2,0,1
105083,22,0,0,1,1290,58096,1.81,252476.0,2,3,0
144643,20,1,0,2,1480,49470,2.92,268898.0,3,3,0
28723,7,0,0,0,833,36147,0.79,79114.0,3,2,0
6530,3,0,0,1,466,7966,0.82,441500.0,1,3,0
114338,16,1,0,3,367,86380,1.32,378274.0,1,3,0
71414,2,1,1,9,66,41973,1.7,399235.0,3,2,1
254390,4,1,1,11,28,97141,2.62,79400.0,1,3,1
146977,1,0,0,3,166,98137,1.5,462546.0,0,3,0
134808,0,0,0,1,1957,67293,2.0,164124.0,2,2,0
296921,0,0,1,7,9,99540,2.98,449547.0,0,0,1
111911,22,0,0,4,388,64592,1.73,276440.5,1,3,0
86787,22,1,0,4,916,53623,1.62,92129.0,2,2,0
114496,0,0,0,4,2223,20063,5.71,185795.0,1,3,0
4713,13,0,0,3,1766,82990,0.06,193659.0,0,3,0
23055,7,0,0,3,1437,57571,0.4,182216.0,3,0,0
164271,11,0,0,3,1779,40191,4.09,297129.0,3,0,0
301767,0,1,1,6,53,37886,7.96,411990.0,3,2,1
431694,3,1,1,7,67,12354,34.94,358673.0,3,3,1
103395,2,0,0,3,352,93196,1.11,372529.0,3,3,0
65236,21,1,0,2,1876,35138,1.86,276440.5,3,3,0
436794,0,1,1,5,72,11677,37.4,100357.0,3,3,1
105812,0,0,1,8,81,69162,1.53,356855.0,2,3,1
154377,12,0,0,1,1852,95859,1.61,91423.0,1,0,0
91713,0,1,0,8,87,86863,1.06,202272.0,2,0,1
188260,1,0,1,5,40,20058,9.39,64620.0,3,1,1
184327,19,1,0,0,2257,47136,3.91,272452.0,0,3,0
94199,8,1,0,1,2357,65002,1.45,62926.0,2,0,0
195836,13,0,0,0,441,39130,5.0,276440.5,3,2,0
52095,9,0,0,5,1509,48835,1.07,312203.0,1,1,0
27735,0,0,0,1,797,95085,0.29,317421.0,0,0,0
444996,3,0,1,11,71,37161,11.97,487715.0,2,2,1
163458,0,0,0,4,274,43092,3.79,112679.0,0,3,0
66281,14,0,0,5,366,33604,1.97,87869.0,1,3,0
146109,21,0,0,2,2806,11073,13.19,242077.0,0,3,0
18601,12,0,1,3,2414,96956,0.19,252322.0,1,3,0
165087,3,0,0,5,16,45309,3.64,276440.5,1,0,1
167987,0,0,0,1,1830,18803,8.93,318451.0,1,3,0
162897,3,0,0,4,625,60406,2.7,276440.5,1,0,0
142406,5,0,0,3,872,78042,1.82,145195.0,0,3,0
139163,8,0,0,2,318,84008,1.66,341242.0,3,2,0
193133,20,0,1,0,1334,11023,17.52,70543.0,0,0,0
191601,1,0,1,4,1266,83062,2.31,315405.0,0,1,0
17546,21,0,1,2,1594,6902,2.54,431003.0,1,3,0
42899,10,0,0,0,2610,45832,0.94,276440.5,0,1,0
117595,10,0,0,4,380,7251,16.22,260121.0,3,1,0
169001,1,0,0,4,105,65940,2.56,267443.0,0,2,0
153229,2,1,1,7,83,42077,3.64,305672.0,0,2,1
115636,4,0,0,3,2636,34381,3.36,276440.5,0,3,0
106114,3,0,0,0,842,17822,5.95,231288.0,1,1,0
168161,14,0,0,1,2795,93017,1.81,408149.0,1,3,0
84903,7,0,0,3,889,27537,3.08,446010.0,3,3,0
190776,8,0,0,2,285,88017,2.17,362934.0,0,3,0
81620,5,0,0,0,1346,92826,0.88,205958.0,2,3,0
279002,2,0,1,10,35,92508,3.02,441896.0,1,1,1
18485,0,0,0,5,656,24299,0.76,499266.0,0,0,0
107247,20,0,0,1,2205,22986,4.67,208918.0,0,1,0
50165,0,0,0,4,2411,71553,0.7,55279.0,3,1,0
319856,1,1,1,11,68,85667,3.73,218534.0,1,0,1
190248,11,0,1,5,448,49067,3.88,448423.0,1,2,0
76933,15,0,1,0,1239,87951,0.87,276440.5,1,1,0
18375,15,1,0,3,1853,75597,0.24,379538.0,2,2,0
157061,14,0,0,2,2767,80324,1.96,213415.0,3,3,0
103246,11,0,0,5,2088,26734,3.86,67400.0,3,3,0
201074,1,1,0,9,66,35875,5.6,206118.0,2,1,1
155236,5,0,0,0,2972,46835,3.31,276440.5,3,3,0
101845,21,1,0,4,974,46341,2.2,313380.0,2,1,0
68416,9,0,0,5,1623,43655,1.57,276440.5,1,1,0
61284,19,0,0,0,1313,49191,1.25,299526.0,3,3,0
54612,7,1,1,2,2243,12750,4.28,493445.0,0,3,0
83720,14,0,0,2,2907,23913,3.5,413708.0,1,3,0
230587,0,1,0,5,69,31622,7.29,95201.0,1,2,1
16850,4,0,1,0,854,10465,1.61,276440.5,2,3,0
98239,8,0,0,0,207,50420,1.95,154381.0,0,3,0
66171,12,0,0,2,2540,78932,0.84,464194.0,2,2,0
144454,17,0,0,3,2461,69038,2.09,499342.0,0,0,0
96634,22,0,0,4,2376,47710,2.03,235123.0,0,0,0
192211,23,0,0,3,1858,76632,2.51,284561.0,2,2,0
194458,17,0,0,4,1495,5123,37.95,496365.0,3,2,0
383589,4,1,1,9,36,74206,5.17,493509.0,0,1,1
158871,3,0,1,9,59,89131,1.78,444188.0,1,2,1
131932,8,1,0,0,1701,55908,2.36,188890.0,0,0,0
31079,10,1,0,5,2969,5975,5.2,328409.0,0,3,0
64018,3,0,0,3,2199,83670,0.77,417112.0,0,3,0
112186,23,1,0,5,1839,69927,1.6,385314.0,0,1,0
76650,2,0,0,3,1345,29583,2.59,264649.0,2,2,0
62422,9,1,0,4,2190,46644,1.34,217858.0,2,0,0
